OBJECTID,UID,POSTALCODE,MUNICIPAL,PROV,LONGITUDE,LATITUDE,NUMBER OF DOGS,DERP FACTOR
8336,1DA2DA85-E24E-4E3A-80F6-FFDE72804AEE,L2T1N3,ST. CATHARINES,ON,-79.20630856,43.13832269,7,576
6891,C08608CC-0A78-49D9-9937-2DDC61280497,L2T1N4,ST. CATHARINES,ON,-79.20572717,43.13829094,5,606
8339,C8FCDB11-002A-4843-97FB-D00553C4CE9F,L2T1N5,ST. CATHARINES,ON,-79.20518446,43.1370511,6,545
8340,B262D4A2-7764-4CEF-9087-85970D613F3E,L2T1N6,ST. CATHARINES,ON,-79.20468051,43.13708002,5,515
413,849904CA-4F25-4DDE-BB76-119D2E56D9A2,L2T1N7,ST. CATHARINES,ON,-79.19853586,43.13420193,6,637
894,8D6BEDB9-B5AE-4F27-94F6-C8EAB951A7C7,L2T1N8,ST. CATHARINES,ON,-79.19797733,43.13440852,4,463
176,71D728BC-752A-4CDB-BA9B-4EFE906C2D52,L2T1N9,ST. CATHARINES,ON,-79.19946179,43.1355167,6,488
416,8D53183C-8424-478F-9B00-2D7DE88F2A55,L2T1P1,ST. CATHARINES,ON,-79.20051394,43.13561303,6,474
173,C9672D09-B428-4705-9A41-BE1CDA7E6B6D,L2T1P2,ST. CATHARINES,ON,-79.20027567,43.13607411,6,626
897,B177CA27-536C-49F7-9518-65E97AEDB0DD,L2T1P3,ST. CATHARINES,ON,-79.19746001,43.13473516,7,523
183,846A80A8-EDAC-4A38-A1BF-39DB207BAF59,L2T1P4,ST. CATHARINES,ON,-79.19664661,43.13460908,4,549
182,DDC4CEA5-79E7-4600-9DD3-DA2470229955,L2T1P5,ST. CATHARINES,ON,-79.19692197,43.13512324,6,625
14972,71E75691-0E21-4F99-874A-01CF8D8BFF3E,L2T1P6,ST. CATHARINES,ON,-79.20469885,43.13149463,6,506
2441,ED4D45E9-048A-4E4B-9D47-045AE65CEFCB,L2T1P7,ST. CATHARINES,ON,-79.20680223,43.13074658,5,557
2466,9856B3E3-FC23-4D13-BC05-79880B1157B8,L2T1P8,ST. CATHARINES,ON,-79.20872472,43.13003692,5,615
2453,BD0E8682-15B1-4F51-A74E-BF5A73F1AC0D,L2T1P9,ST. CATHARINES,ON,-79.21117843,43.12907991,6,573
2439,6908188F-E3C9-46F8-A74D-9F6A205BD2D1,L2T1R1,ST. CATHARINES,ON,-79.21443001,43.12780064,4,556
2426,9A1B9C3C-267D-4CDB-AEEC-7163F74BF556,L2T1R2,ST. CATHARINES,ON,-79.21701239,43.12678077,6,613
2509,A7D17193-5596-4FA2-BEF9-25AB42D99FA3,L2T1R3,ST. CATHARINES,ON,-79.21929457,43.12591965,4,605
2498,080B8375-6490-47CD-BA6C-EC217510DA8D,L2T1R4,ST. CATHARINES,ON,-79.22147858,43.12523774,7,458
3359,758C29FF-2704-4DD7-AA43-E66F08D1FB25,L2T1R5,ST. CATHARINES,ON,-79.20540083,43.13337628,6,560
3360,D1812E5D-5C2D-459E-92AE-6A61EA570E2D,L2T1R5,ST. CATHARINES,ON,-79.20187447,43.13293916,4,484
3353,D9D2ABA0-1B59-4DE2-AF05-3A0BD3011495,L2T1R8,ST. CATHARINES,ON,-79.21121151,43.13358311,5,572
3350,5A4953F5-D462-4291-A3BE-F479F41FFCA1,L2T1R9,ST. CATHARINES,ON,-79.21316506,43.13383007,5,479
8268,10D79BDF-43B5-4D7A-9779-828FA9E40FE1,L2T1S1,ST. CATHARINES,ON,-79.21479793,43.13387953,7,593
2440,10380A58-574B-4504-9E7E-AA9D4BFFAE54,L2T1S2,ST. CATHARINES,ON,-79.2073769,43.13096234,5,392
343,A0E0CA4E-9293-40BC-966F-C49E4D02B4D7,L2T1S3,ST. CATHARINES,ON,-79.2081455,43.13109933,5,702
950,589B4D20-9E83-44D1-B22E-C08A230EE4FC,L2T1S4,ST. CATHARINES,ON,-79.20481019,43.13241849,4,177
14970,47FDD85A-5D4B-474C-A672-47FF35E552BC,L2T1S5,ST. CATHARINES,ON,-79.20494211,43.1319987,4,780
179,2B7F7CC1-5A35-49FD-A96E-E1CEC137DCA0,L2T1S6,ST. CATHARINES,ON,-79.20699235,43.13203,5,616
342,955EDBC1-CA51-4676-B65E-EDE3F2944639,L2T1S7,ST. CATHARINES,ON,-79.20731538,43.13155248,6,777
3365,5B489904-0C0C-4421-845A-6E9FD239D486,L2T1S8,ST. CATHARINES,ON,-79.20862108,43.13183554,7,578
951,6C2B39F0-E406-4294-B240-E1E5F943C022,L2T1S9,ST. CATHARINES,ON,-79.20466438,43.13280283,4,855
3358,3DF7C1D2-0F77-4EC1-878B-34A0DB050E52,L2T1T1,ST. CATHARINES,ON,-79.20678361,43.13288817,7,605
181,A96EAF00-77B6-4949-B75A-773B0B8DEAF8,L2T1T2,ST. CATHARINES,ON,-79.20715723,43.13238029,7,534
8271,0499C83F-B951-4D70-8464-2A1BA2B9B722,L2T1T3,ST. CATHARINES,ON,-79.20861587,43.1334968,4,567
3354,ABEFF9B1-2DDC-461B-BC96-0AB78CC72C4C,L2T1T4,ST. CATHARINES,ON,-79.20903847,43.13311073,5,610
2437,C8EA5014-1D94-4EDA-85AD-07CC3211381D,L2T1T5,ST. CATHARINES,ON,-79.21392351,43.12995065,5,639
8739,6AF2890E-9966-408D-BB01-81EEFA481809,L2T1T6,ST. CATHARINES,ON,-79.21401488,43.13019728,5,629
2429,2B4C1DE9-5379-4EEB-AF7C-541E67B26EE4,L2T1T7,ST. CATHARINES,ON,-79.21593188,43.12856809,7,632
309,356AB80D-2D44-4259-AEB3-1C7428B9D551,L2T1T9,ST. CATHARINES,ON,-79.21826626,43.12941185,5,636
2516,EB654662-6801-45A2-A635-1CFDF232FE2C,L2T1V1,ST. CATHARINES,ON,-79.21835469,43.12976124,7,516
2497,39B5E6FE-DD82-4629-9663-C6C59CFE6B72,L2T1V2,ST. CATHARINES,ON,-79.22265945,43.12835704,6,530
2504,28022116-64BB-4A4B-9C1C-F9A264BEC500,L2T1V3,ST. CATHARINES,ON,-79.21940554,43.13164743,7,575
2511,145AFC57-30C9-40C0-BB5C-98D84F36EDFD,L2T1V4,ST. CATHARINES,ON,-79.21979109,43.13068399,4,623
8733,70A3544D-04AF-47A2-BDB1-6C0C10E89495,L2T1V6,ST. CATHARINES,ON,-79.21609445,43.13241508,6,492
8729,1EA41D21-121A-4E4F-A263-D22A5CE8A51B,L2T1V7,ST. CATHARINES,ON,-79.21791063,43.13250216,5,633
2512,1157E850-10ED-4D0C-AE04-0ADBF102294B,L2T1V8,ST. CATHARINES,ON,-79.21907372,43.13233246,6,643
3342,B5D7F86F-5AD7-42E0-BAFF-87714CF0D508,L2T1V9,ST. CATHARINES,ON,-79.2270924,43.13081284,7,515
3340,FE4A3500-A423-43C0-BCE5-A952FFC692D7,L2T1W1,ST. CATHARINES,ON,-79.22799276,43.13032522,4,507
3331,D89277C0-CAB2-4CBC-A9D8-31E73E9A6F16,L2T1W2,ST. CATHARINES,ON,-79.23645633,43.12581881,7,476
352,6A8DF168-B522-4157-B8E3-B7DD6B708942,L2T1W3,ST. CATHARINES,ON,-79.25081758,43.12443038,4,467
2445,7773DB28-44DD-43F7-8D05-7D1A77F4CA7D,L2T1W4,ST. CATHARINES,ON,-79.25166481,43.12140739,4,494
607,79E81A3A-0B63-4A57-BE8D-DCB8C9C0C62C,L2T1W5,ST. CATHARINES,ON,-79.24798018,43.12543538,6,464
7042,61A797BC-BD93-4FDB-A235-6228FBE76825,L2T1W6,ST. CATHARINES,ON,-79.24661095,43.12592938,7,628
7077,7284B63F-C885-4DB3-ABFF-0BD3389B3D80,L2T1W6,ST. CATHARINES,ON,-79.24597609,43.12615835,6,543
7084,AF61C47E-D3EA-4CCC-98E6-BA4BA246CB70,L2T1W7,ST. CATHARINES,ON,-79.24451094,43.1266858,7,503
12008,4890731C-5017-4D9F-90CD-C0CC094A8D53,L2T1W8,ST. CATHARINES,ON,-79.2423209,43.12731903,7,565
2449,85181229-68D0-483A-A773-B82CB0A8DB20,L2T1X1,ST. CATHARINES,ON,-79.23992854,43.12749402,6,556
3333,7BCBE95F-9A8F-4442-AB83-323F4652A40F,L2T1X2,ST. CATHARINES,ON,-79.23466627,43.12883357,6,575
11735,B06C7F6A-9314-4498-AEDF-C23216BD23E3,L2T1X3,ST. CATHARINES,ON,-79.23803302,43.12894094,7,912
11722,A8317728-5CD6-4447-98BB-DD6601090EB3,L2T1X4,ST. CATHARINES,ON,-79.23698207,43.12935747,5,17
3302,8C0A5B4E-46D6-4CA8-9166-AA05FBD96A27,L2T1X5,ST. CATHARINES,ON,-79.23498538,43.13023481,4,564
3334,047EEAD5-C2C3-4CA1-B136-52C0864E11F0,L2T1X6,ST. CATHARINES,ON,-79.23144744,43.1292413,4,133
11997,02310E32-05DD-41DB-B789-40BA1CA9EC75,L2T1X7,ST. CATHARINES,ON,-79.23181825,43.13093645,5,63
11992,AAC2CEA9-5C9D-4BC1-8B75-8C8F582FA41B,L2T1X8,ST. CATHARINES,ON,-79.23026582,43.13103593,4,207
12000,EC567BE4-B5F8-482F-99BD-A7B9B7E9C458,L2T1X9,ST. CATHARINES,ON,-79.23209842,43.13184229,5,255
11998,C913EA29-CEC1-4C47-AC16-4C9FE3F3CB8B,L2T1Y1,ST. CATHARINES,ON,-79.23204693,43.13146211,6,79
3339,76947970-004B-42D9-9ADA-D490F0159399,L2T1Y2,ST. CATHARINES,ON,-79.2295519,43.13171641,5,629
11991,18516657-7E48-4CDD-8DC0-FB5D8229CEC4,L2T1Y3,ST. CATHARINES,ON,-79.22995798,43.13143801,7,571
345,CBA2F572-F6DE-4A66-8A3C-A3CA1F64B998,L2T1Y4,ST. CATHARINES,ON,-79.25052237,43.12571102,5,562
346,81EEFAAB-9BBE-42F9-BA67-D6E32BE029B7,L2T1Y5,ST. CATHARINES,ON,-79.25025632,43.12525075,5,502
2580,435959F0-1996-4F51-A077-33B7F3461846,L2T1Y6,ST. CATHARINES,ON,-79.25344906,43.12405059,7,603
11552,8EA3E4E7-87DA-4515-9559-F03BA09508E5,L2T1Y7,ST. CATHARINES,ON,-79.2532708,43.12432359,5,575
12010,3312226B-A0C9-4940-BEF9-8470ECFDC745,L2T1Y8,ST. CATHARINES,ON,-79.24177893,43.12780725,4,505
11750,3DCC198C-BAF2-4826-A534-64A4CE2F8BDC,L2T1Y9,ST. CATHARINES,ON,-79.2414989,43.12814683,5,488
193,E2CE57E5-2F2A-484F-8C3B-968E52DE2472,L2T1Z1,ST. CATHARINES,ON,-79.21992382,43.13586385,6,621
6265,0EE4DC0C-CD57-409E-B9BE-4CCF43E020C7,L2T1Z2,ST. CATHARINES,ON,-79.21805492,43.13728204,4,526
6267,51EDBBA8-E10B-4921-9161-8F259B5E0E8B,L2T1Z3,ST. CATHARINES,ON,-79.21788468,43.13680592,7,627
11749,B37A383F-98C2-414A-8DB6-B04C9A0ECA5E,L2T1Z4,ST. CATHARINES,ON,-79.24169513,43.12903917,7,649
11747,E934BBC9-F0CE-449A-A33E-34F42253C2B8,L2T1Z5,ST. CATHARINES,ON,-79.241616,43.12861518,5,597
11744,E2437F79-7E3B-43C1-B093-CE9FAAB7FAD2,L2T1Z7,ST. CATHARINES,ON,-79.2411882,43.12942874,4,621
11745,E42BFECD-BE3C-45B1-98CD-5D22926A8E2B,L2T1Z7,ST. CATHARINES,ON,-79.23899091,43.12937616,5,606
606,AE37EBAA-31D3-4D5E-887A-07DD2ACC4B8B,L2T1Z9,ST. CATHARINES,ON,-79.25205222,43.12666,6,585
11555,0809EE1C-38B6-4891-BFA3-0067DFD19875,L2T2A1,ST. CATHARINES,ON,-79.25189283,43.12619626,6,539
348,96A7C171-FE26-4588-8374-C6CE2793CF4F,L2T2A2,ST. CATHARINES,ON,-79.24959456,43.1272444,4,607
347,CAD3E17B-604B-456E-B179-90D5E28E0D95,L2T2A3,ST. CATHARINES,ON,-79.24973037,43.12675856,5,629
7036,7FF0BBB8-61BC-4B4F-BD3B-B4887F8450F0,L2T2A4,ST. CATHARINES,ON,-79.24749289,43.12817762,4,583
7039,8255EE51-4573-4681-9EDC-1936747F8F3F,L2T2A5,ST. CATHARINES,ON,-79.2473392,43.12761578,5,602
9018,2EDC8D1D-D9C6-49F6-A075-30AD6339DD7C,L2T2A6,ST. CATHARINES,ON,-79.23051402,43.13521127,5,533
9020,5693D59D-F8F9-4DE2-B86C-18E6D1C7D154,L2T2A7,ST. CATHARINES,ON,-79.22961551,43.13549576,7,616
3313,1647737E-DF2D-4618-8F83-896CF0F402BA,L2T2A9,ST. CATHARINES,ON,-79.23494044,43.13199452,5,615
11737,8FFB3FFA-169B-4745-9A31-D74B10437EC3,L2T2B1,ST. CATHARINES,ON,-79.2382914,43.13123748,6,556
14887,B8897FA5-77D3-4B07-B3B8-A2974CD5C529,L2T2B2,ST. CATHARINES,ON,-79.23808344,43.13164401,7,463
3307,E2B1E9AA-09AE-4893-943D-83BBE7AF722A,L2T2B3,ST. CATHARINES,ON,-79.23623885,43.13107572,4,639
3312,30103AB0-8746-4B3C-B5C4-61C02999A9AB,L2T2B4,ST. CATHARINES,ON,-79.23613968,43.13148432,6,843
201,BF077F4D-E7B9-4118-B10A-58AA02017C3F,L2T2B5,ST. CATHARINES,ON,-79.24182656,43.13076709,5,789
652,9C234B94-459A-4089-9EE9-540EFED6ADCD,L2T2B6,ST. CATHARINES,ON,-79.24189923,43.13033657,4,595
7068,BBCDED08-F406-4B8D-9FF4-E1D5BC2ACB4A,L2T2B7,ST. CATHARINES,ON,-79.24733511,43.12950621,4,204
7037,B424EAE0-17DA-4F3A-9C95-1422AC2CC14E,L2T2B8,ST. CATHARINES,ON,-79.24752937,43.12875106,7,446
3308,A926730E-B7C2-47CD-A2CE-F284751855C6,L2T2B9,ST. CATHARINES,ON,-79.23604017,43.13254563,4,239
3311,9F5D8345-229F-48D0-82F8-C80B8A0A4924,L2T2C1,ST. CATHARINES,ON,-79.2363989,43.13217065,5,996
199,01FD45C0-FF27-47BD-BEA0-DF057C2B51B4,L2T2C2,ST. CATHARINES,ON,-79.24166424,43.13158794,6,726
202,FB3F4919-838D-4F74-AEE1-F85AF7710540,L2T2C3,ST. CATHARINES,ON,-79.24174388,43.13116913,7,463
220,67BC104D-F1C4-4684-8625-BBFFA7F11D95,L2T2C4,ST. CATHARINES,ON,-79.24165327,43.13245313,6,606
197,67A10771-B847-47CA-90DC-3A882CFB0E60,L2T2C5,ST. CATHARINES,ON,-79.24163374,43.13205581,6,472
3305,7B6009A6-A1D1-49AC-8AE5-76CDD935B367,L2T2C6,ST. CATHARINES,ON,-79.23633216,43.13353488,7,515
3310,CF6EFC6E-AE57-4BCD-B3C2-0032FED4A8DB,L2T2C7,ST. CATHARINES,ON,-79.23637005,43.13316553,4,621
221,EAD343E3-B9D6-45F8-87B8-B48120B512E3,L2T2C8,ST. CATHARINES,ON,-79.24180111,43.13327698,7,621
224,550B9DFB-9251-4D2B-8729-CCFB89BF8069,L2T2C9,ST. CATHARINES,ON,-79.24168455,43.13285466,4,481
360,DA59FBA8-E993-4E71-ABBA-0170A9E510E8,L2T2E1,ST. CATHARINES,ON,-79.24157336,43.1341176,7,598
223,31106753-5B79-49B2-823A-3AEA7F38CA5E,L2T2E2,ST. CATHARINES,ON,-79.24149219,43.13371104,6,552
11707,83A47774-C88D-4745-8271-4D45FBE31C5C,L2T2E4,ST. CATHARINES,ON,-79.21919032,43.13873218,7,592
11711,370CF830-FD23-47D7-9AAD-734823F0B0CF,L2T2E5,ST. CATHARINES,ON,-79.21920043,43.13909886,4,577
6263,48F361AF-AFE5-49BF-BA4A-3D7CB3677972,L2T2E6,ST. CATHARINES,ON,-79.22029294,43.13895545,7,562
8505,F57AFFBD-0D1D-46E8-AB6C-BB9D1ABE101D,L2T2E7,ST. CATHARINES,ON,-79.22241131,43.13904115,7,594
300,63BCFDDA-BE68-4988-B2A3-AD185D942246,L2T2E9,ST. CATHARINES,ON,-79.22509812,43.13914431,5,452
295,57A4319D-069E-4C05-9B0D-DD0A1AF47128,L2T2G1,ST. CATHARINES,ON,-79.22673244,43.13915351,5,579
11717,709F7307-6651-4389-A5EB-F3959CB5C999,L2T2G2,ST. CATHARINES,ON,-79.22943009,43.13764365,5,518
11729,ADFCC90C-7259-4CD5-8C08-2C852E994459,L2T2G3,ST. CATHARINES,ON,-79.22960248,43.13801087,4,609
11731,161B6F54-0172-4560-8709-B78C7AEAD03D,L2T2G5,ST. CATHARINES,ON,-79.22971456,43.13842507,5,541
11724,769D98A7-A2DA-47DF-B08B-B6E3CDABF1E9,L2T2G6,ST. CATHARINES,ON,-79.2296468,43.13967224,5,637
11738,47B0390B-94CD-4341-B7BE-278DE83A1776,L2T2G7,ST. CATHARINES,ON,-79.23015264,43.13911035,6,590
11732,2774DA91-F5FB-4432-ABE1-318CB839A686,L2T2G8,ST. CATHARINES,ON,-79.22899439,43.13881796,5,584
11594,83B82B29-656C-4519-9598-8D9997F64434,L2T2G9,ST. CATHARINES,ON,-79.22800239,43.13880083,5,551
6464,0B3C688E-657A-4F99-A3BE-CA8D4F147FB8,L2T2H1,ST. CATHARINES,ON,-79.23641616,43.13602862,6,573
8816,81F980F9-E434-4E79-BAD5-C816965DDF6C,L2T2H1,ST. CATHARINES,ON,-79.23728593,43.1360085,5,542
11813,D88FCB41-388B-4ACF-A544-0584E5AD7D97,L2T2H2,ST. CATHARINES,ON,-79.23730545,43.13562937,6,515
6462,09DDBCB1-0B1D-4039-BC8A-64BD7362CC92,L2T2H3,ST. CATHARINES,ON,-79.23589048,43.13561345,6,580
6487,E7EEEADC-63A7-418C-8764-CB22E24C89D6,L2T2H3,ST. CATHARINES,ON,-79.23674792,43.13564211,7,579
8817,E33EAD66-CD0C-454A-AFF6-F2F5E0BCAA92,L2T2H4,ST. CATHARINES,ON,-79.23796838,43.13804307,5,68
11994,EEF32806-FBF4-4498-A670-6C8D0001A0F0,L2T2H5,ST. CATHARINES,ON,-79.23812904,43.13703541,5,493
14871,B2A3EE4F-DE6B-4B1B-8B44-A1AD185702CE,L2T2H6,ST. CATHARINES,ON,-79.23856266,43.13642703,6,686
14760,AD15E442-DF7F-43DB-8AD2-85B945EFABE8,L2T2H7,ST. CATHARINES,ON,-79.2414417,43.13548329,7,540
11727,1E1B9973-1134-44DC-AC38-151365B72D08,L2T2H8,ST. CATHARINES,ON,-79.24128095,43.13584266,4,145
2581,FB1C38BA-51AC-4D4D-9093-AE428B754B03,L2T2H9,ST. CATHARINES,ON,-79.2494145,43.1326729,5,558
2583,FB36E17B-B776-4605-A6C1-1FD8D9723A15,L2T2J1,ST. CATHARINES,ON,-79.24816155,43.13328408,6,504
7061,FD4DB61A-B4F5-4061-B02C-216911AFDE0A,L2T2J2,ST. CATHARINES,ON,-79.24459253,43.13481716,5,89
7085,C3E109C4-217C-4970-A018-2838A7237C7F,L2T2J2,ST. CATHARINES,ON,-79.2431526,43.13507615,6,537
7054,81D69247-9DFF-4237-9458-14500B283E4A,L2T2J3,ST. CATHARINES,ON,-79.24345686,43.13466176,7,595
7073,8D89CF30-7106-4882-A771-56FC9D29ED06,L2T2J3,ST. CATHARINES,ON,-79.24424628,43.13412161,7,469
14759,F31AB426-53A9-478B-AC3F-B45E82CCDAE1,L2T2J4,ST. CATHARINES,ON,-79.24174445,43.13503953,5,593
14780,84BFE059-B3DF-48AC-BD7F-BF4C243A1BD7,L2T2J6,ST. CATHARINES,ON,-79.23956362,43.13484736,5,473
14885,D2D554C5-AC46-4A3E-8C6E-E8136BA1FEBB,L2T2J8,ST. CATHARINES,ON,-79.23813937,43.13408625,4,563
3306,2452939D-61EA-4637-BEB2-5130A6CAD4E5,L2T2K1,ST. CATHARINES,ON,-79.23552293,43.13372848,7,622
3303,5E6FA60C-7B10-4D93-A4CD-F319BAF250C5,L2T2K2,ST. CATHARINES,ON,-79.23464145,43.13642078,4,541
6468,2523561F-0F8C-469A-971E-BAF40759B95B,L2T2K2,ST. CATHARINES,ON,-79.23581008,43.13455142,7,646
6486,16AEC0F6-D4F2-4434-B74C-9FBE3DA2740E,L2T2K2,ST. CATHARINES,ON,-79.23622589,43.13463664,5,615
6500,711E197A-152B-460A-B4D8-3875246092BB,L2T2K2,ST. CATHARINES,ON,-79.2334963,43.1341044,5,464
3300,F58AB8F9-F69B-43DA-8879-3806FE91D446,L2T2K3,ST. CATHARINES,ON,-79.23327999,43.13352709,6,599
14791,1D0095DA-2364-4482-8A64-086379DF782F,L2T2K4,ST. CATHARINES,ON,-79.23156243,43.13363498,7,503
3337,BB032A16-683B-4173-9324-BC1BE65437A3,L2T2K5,ST. CATHARINES,ON,-79.23032219,43.13258349,4,462
3338,CAA24BBB-36BF-43B3-AAEF-F499E5EDD9E6,L2T2K5,ST. CATHARINES,ON,-79.22745438,43.13137142,4,491
8296,9123A94B-0FEA-409B-A978-75A1DC5B93B2,L2T2K5,ST. CATHARINES,ON,-79.22601423,43.13187949,7,528
6507,B166BEC3-9656-4F61-B225-DA81A90D2554,L2T2K6,ST. CATHARINES,ON,-79.22987497,43.13286293,7,627
14753,6DBC3691-51B3-4C27-9942-721750D59E8C,L2T2K7,ST. CATHARINES,ON,-79.22785318,43.13227241,6,633
11494,624B7EAD-E449-4D6D-83D5-55496B67DF2A,L2T2L2,ST. CATHARINES,ON,-79.2227816,43.13314688,6,578
2506,F15DE13D-B15B-4533-A2E5-137E9DF71E08,L2T2L3,ST. CATHARINES,ON,-79.21947946,43.13451416,6,491
196,993AA6A7-B2D9-4E3F-B7DB-3B58ECB927DA,L2T2L4,ST. CATHARINES,ON,-79.21949023,43.1352813,5,496
8731,A1F65D8F-FB3D-41F3-9974-5B2F2A55BADB,L2T2L5,ST. CATHARINES,ON,-79.21797588,43.13483605,7,515
6271,01EE8B50-C9DE-4EB6-8D1B-ECAF4A4BFB6D,L2T2L6,ST. CATHARINES,ON,-79.21795179,43.13591636,5,632
6270,F59736DA-F71A-4DAB-B554-6BBB04F08A82,L2T2L7,ST. CATHARINES,ON,-79.21706313,43.13632145,5,536
7087,406EEBD4-5C76-41DA-858A-734E90E7A988,L2T2M1,ST. CATHARINES,ON,-79.2419132,43.13669003,7,459
11726,16A918C9-A621-48F9-9082-6D93E6C3D6BB,L2T2M2,ST. CATHARINES,ON,-79.24153901,43.13627039,6,498
6466,294750D8-AF89-4153-A13B-409FED70891B,L2T2M3,ST. CATHARINES,ON,-79.23611301,43.13875925,6,615
7063,EF5978ED-D664-486E-9E13-D7C4E04B4C5D,L2T2M5,ST. CATHARINES,ON,-79.24357157,43.13805176,6,487
7089,636253BD-FC94-4A20-AD8F-B4E5FC54A632,L2T2M5,ST. CATHARINES,ON,-79.24138281,43.13742239,4,628
8759,97A6F9E1-CCE3-4525-BBFD-BAF9AF37974F,L2T2M6,ST. CATHARINES,ON,-79.2431859,43.13832094,5,623
12018,CD4BF0D7-C77F-42FB-B03D-40CB8D33DC41,L2T2M7,ST. CATHARINES,ON,-79.24105174,43.13790027,4,544
14781,B0ABC4CA-6F57-4C6D-BB5A-1A2DDA060608,L2T2M8,ST. CATHARINES,ON,-79.23963824,43.13760652,4,526
6467,466022C4-2BCA-423E-8FC7-43BFC98E3DAC,L2T2M9,ST. CATHARINES,ON,-79.23606705,43.13939409,6,650
6789,04AAD0A1-9858-4911-819C-8F8985370970,L2T2M9,ST. CATHARINES,ON,-79.23260562,43.13973981,4,578
8284,A395EC95-5306-4CBB-8A5D-412A7AC5F4A3,L2T2N1,ST. CATHARINES,ON,-79.2303118,43.14242271,6,640
290,4EE3CAF2-0CA8-464A-BFB5-89A4E614A98B,L2T2N2,ST. CATHARINES,ON,-79.22633903,43.14051744,6,496
8920,F46D7E29-00F5-4D28-98DD-6BAC341866EE,L2T2N4,ST. CATHARINES,ON,-79.22286008,43.14200062,4,567
8922,5E07FD12-0E45-45E1-BD60-56A2E10B1880,L2T2N5,ST. CATHARINES,ON,-79.22262885,43.14143579,6,511
8281,B6D2331C-E1D1-44B1-B461-84C891A20904,L2T2N6,ST. CATHARINES,ON,-79.23346049,43.14245326,4,510
8282,C633775A-8996-469E-BB16-EA539808CCDD,L2T2N7,ST. CATHARINES,ON,-79.23352911,43.14196546,4,615
2554,1A825365-CE3F-4505-8518-E5089A3FD963,L2T2N8,ST. CATHARINES,ON,-79.24362131,43.14207425,5,633
2553,82D21B2F-D752-4E90-B139-B139F398BD3C,L2T2N9,ST. CATHARINES,ON,-79.24356865,43.14248014,6,617
2552,CC51F2EA-62F2-48D9-BD70-87DBC6CD0856,L2T2P1,ST. CATHARINES,ON,-79.24352725,43.14289966,5,555
2551,ECCDD9D6-D582-42C5-A15D-76ECE048924C,L2T2P2,ST. CATHARINES,ON,-79.24328637,43.14335996,4,559
2550,CE7E4E16-2DAC-47C5-B2A7-C7099BFEBB54,L2T2P3,ST. CATHARINES,ON,-79.24335789,43.1445813,4,566
14722,EFB9228A-6048-4AC9-B8BD-A32E36B81FF9,L2T2P4,ST. CATHARINES,ON,-79.24214628,43.14424308,6,457
14971,41656920-BC4C-490A-A2B4-E9748BD51F8A,L2T2P5,ST. CATHARINES,ON,-79.20376103,43.1319847,5,609
8272,8F6ECE69-52F9-44BB-A0AD-9E816E5046C5,L2T2P8,ST. CATHARINES,ON,-79.20596239,43.1326078,6,471
3357,E0380E9B-DC0D-48F9-8748-C36FE9C76272,L2T2P9,ST. CATHARINES,ON,-79.20827564,43.13219126,6,508
2400,3931D113-22AF-4F97-A2DA-DDCDEB1C5BFB,L2T2R1,ST. CATHARINES,ON,-79.20837104,43.13029565,4,584
2465,2F012657-883B-4930-B227-55E9BE3DCCF6,L2T2R2,ST. CATHARINES,ON,-79.20935218,43.13088753,5,598
341,917EE4E9-88DB-4559-96EA-D75F695048BB,L2T2R3,ST. CATHARINES,ON,-79.20898007,43.13119084,4,617
3356,3D2026CA-7C6D-49DF-89EB-434B2E8F7DEF,L2T2R4,ST. CATHARINES,ON,-79.2091582,43.13233713,7,571
3355,B4587B6E-6CF8-499E-B8B2-7F4092A758D5,L2T2R5,ST. CATHARINES,ON,-79.20998976,43.13225577,5,598
3351,FDB4861A-9A9C-418A-900D-E5D7F50CC785,L2T2R6,ST. CATHARINES,ON,-79.21292716,43.13341834,4,451
2438,8B1F3767-3CFD-43AF-866E-6360CE1098E3,L2T2R8,ST. CATHARINES,ON,-79.21363803,43.12913813,5,546
8740,7FECB8D4-A6EB-47AA-AF97-AC3BEC1B20D2,L2T2R9,ST. CATHARINES,ON,-79.21383589,43.13071247,7,492
3348,1D08E13A-8041-46C8-B653-C482EDAA8DDB,L2T2S1,ST. CATHARINES,ON,-79.21342337,43.13329516,6,639
8270,00DCC305-EAC1-4A8F-97FA-7E642A573510,L2T2S2,ST. CATHARINES,ON,-79.21401676,43.13336537,6,469
8732,A0746ABF-90F5-4CBC-AB51-433EBDA48416,L2T2S3,ST. CATHARINES,ON,-79.21672673,43.13411281,7,590
8269,BAFF9E03-BE4C-4926-8A67-BFAD7BCEBD78,L2T2S4,ST. CATHARINES,ON,-79.21521001,43.13344737,6,595
3349,AC5460A4-42DD-44E7-B132-F9C8C0D96D45,L2T2S5,ST. CATHARINES,ON,-79.21172916,43.13237751,6,601
8736,AAE567B5-3F01-4EA4-A20C-9F922A1996F5,L2T2S6,ST. CATHARINES,ON,-79.2147498,43.13249357,6,624
2463,B885B684-754B-42F0-A0AF-E47816A29B91,L2T2S7,ST. CATHARINES,ON,-79.21027072,43.13149747,6,494
8741,58EE9ACF-781F-4258-8932-EC84F6F80C10,L2T2S7,ST. CATHARINES,ON,-79.21256924,43.13195117,4,463
8734,57723E05-2AA0-4C67-830D-734EA7C906C2,L2T2S8,ST. CATHARINES,ON,-79.21524978,43.13003241,6,527
